,Catchment  Annual Rainfall (mm),"Total Powerplant Design Discharge (m3/s)
0,,,,,,,,,,,,,,,,,,,,,,,1250.0,,,,,,2.08,,,,,,,,,,,,n/a,14.76,Google Earth visible. DoI/MoAI Data.,Sindewa,IRR,MYN,95.305956,21.118182,Complete,Sindewa,1996,DAM0191,POINT (95.30595599999999 21.118182),Mandalay,Taungtha,MMR010018
0,,,,,,,,,,,,,,,,,,,,,,,202.6821091,,,,,,0.86,,,,,,,,,,,,n/a,8.421,Google Earth visible. DoI/MoAI Data.,Sinlan,IRR,MYN,96.436115,22.074457,Complete,Sinlan,2002,DAM0192,POINT (96.436115 22.074457),Mandalay,Pyinoolwin,MMR010008
0,,,,,,,,,,,,,,,,,,,,,,,185.9189272,,,,,,1.46,,,,,,,,,,,,,14.69,Google Earth visible. DoI/MoAI Data.,Khayan,IRR,MYN,94.028495,22.598882,Complete,South Khayan,1993,DAM0193,POINT (94.02849500000001 22.598882),Magway,Gangaw,MMR009023
0,,,,,,,,,,,,,,,,,,,,,,,945.0,,,,,,8.44,,,,,,,,,,,,n/a,25.91,Google Earth visible. DoI/MoAI Data.,South Nawin,IRR,MYN,95.492622,18.959728,Complete,South Nawin (2),1994,DAM0194,POINT (95.492622 18.959728),Bago (West),Paukkhaung,MMR008002
0,,,,,,,,,,,,,,,,,,,,,,,960.0,,,,,,1.77,,,,,,,,,,,,n/a,10.46,Google Earth visible. DoI/MoAI Data.,Pinle,IRR,MYN,95.549981,21.641813,Complete,South Pinle,1994,DAM0195,POINT (95.549981 21.641813),Mandalay,Myingyan,MMR010017
0,,,,,,,,,,,,,,,,,,,,,,,1795.184395,,,,,,3.04,,,,,,,,,,,,n/a,21.027,Google Earth visible. DoI/MoAI Data.,Yamar Taung,IRR,MYN,94.736177,21.821946,Complete,South Yamar,2000,DAM0196,POINT (94.736177 21.821946),Magway,Myaing,MMR009020
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,38.515,Google Earth visible. DoI/MoAI Data.,Sun Creek,IRR,MYN,95.584486,20.169512,Complete,Sunchaung,,DAM0197,POINT (95.584486 20.169512),Magway,Myothit,MMR009005
0,,,,,,,,,,,,,,,,,,,,,,,945.0,,,,,,1.28,,,,,,,,,,,,n/a,5.66,Google Earth visible. DoI/MoAI Data.,Sunlun,IRR,MYN,95.416244,21.417041,Complete,Sunlun,1994,DAM0198,POINT (95.41624400000001 21.417041),Mandalay,Myingyan,MMR010017
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6,,,,,,,,,,,,n/a,354.009,Google Earth visible. DoI/MoAI Data.,Taungnawin Creek,IRR,MYN,95.578598,18.922544,Complete,Taungnawin,,DAM0201,POINT (95.578598 18.922544),Bago (West),Paukkhaung,MMR008002
0,,,,,,,,,,,,,,,,,,,,,,,1036.0,,,,,,34.8,,,,,,,,,,,,n/a,258.99,Google Earth visible. DoI/MoAI Data.,Taungnyo,IRR,MYN,95.969404,20.452426,Complete,Taungnyo,1996,DAM0202,POINT (95.969404 20.452426),Mandalay,Yamethin,MMR010023
0,,,,,,,,,,,,,,,,,,,,,,,731.0,,,,,,1.24,,,,,,,,,,,,n/a,6.15,Google Earth visible. DoI/MoAI Data.,Taungtha,IRR,MYN,95.476952,21.268241,Complete,Taungtha,1997,DAM0203,POINT (95.476952 21.268241),Mandalay,Taungtha,MMR010018
0,,,,,,,,,,,,,,,,,,,,,,,749.7714112,,,,,,2.07,,,,,,,,,,,,n/a,7.429,Google Earth visible. DoI/MoAI Data.,Thaphan Chaung,IRR,MYN,95.864282,20.515519,Complete,Thaphan Chaung,1990,DAM0204,POINT (95.864282 20.515519),Mandalay,Pyawbwe,MMR010024
0,,,,,,,,,,,,,,,,,,,,,,,6884.181652,,,,,,470.25,,,,,,,,,,,,30,3552.48,Google Earth visible. DoI/MoAI Data.,Mu,MP,MYN,95.354794,23.306586,Complete,Thapanzeik,2002,DAM0205,POINT (95.354794 23.306586),Sagaing,Kyunhla,MMR005008
0,,,,,,,,,,,,,,,,,,,,,,,990.5516611,,,,,,1.34,,,,,,,,,,,,n/a,8.141,Google Earth visible. DoI/MoAI Data.,Thazi,IRR,MYN,95.262088,22.240321,Complete,Thazi,1995,DAM0206,POINT (95.26208800000001 22.240321),Sagaing,Monywa,MMR005012
0,,,,,,,,,,,,,,,,,,,,,,,1600.0,,,,,,10.93,,,,,,,,,,,,n/a,64.79,Google Earth visible. DoI/MoAI Data.,The-gaw,IRR,MYN,95.866928,17.816109,Complete,The-gaw,2000,DAM0207,POINT (95.866928 17.816109),Bago (West),Letpadan,MMR008008
0,,,,,,,,,,,,,,,,,,,,,,,1359.341664,,,,,,2.79,,,,,,,,,,,,n/a,18.696,Google Earth visible. DoI/MoAI Data.,Thettaw,IRR,MYN,96.210114,20.711113,Complete,Thettaw,1995,DAM0208,POINT (96.210114 20.711113),Mandalay,Thazi,MMR010030
0,,,,,,,,,,,,,,,,,,,,,,,1681.0,,,,,,4.42,,,,,,,,,,,,n/a,25.83,Google Earth visible. DoI/MoAI Data.,Thinbon,IRR,MYN,95.712494,20.971218,Complete,Thinbon,2003,DAM0209,POINT (95.71249400000001 20.971218),Mandalay,Mahlaing,MMR010029
0,,,,,,,,,,,,,,,,,,,,,,,945.0,,,,,,0.51,,,,,,,,,,,,n/a,2.11,Google Earth visible. DoI/MoAI Data.,,IRR,MYN,94.932945,21.51692,Complete,Thirinandar,2004,DAM0210,POINT (94.932945 21.51692),Magway,Myaing,MMR009020
0,,,,,,,,,,,,,,,,,,,,,,,402.316367,,,,,,28.73,,,,,,,,,,,,n/a,293.1,Google Earth visible. DoI/MoAI Data.,Thonze,IRR,MYN,95.951677,17.739216,Complete,Thonze,2002,DAM0211,POINT (95.951677 17.739216),Bago (West),Thayarwady,MMR008007
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,,Location an estimate based on MoEP map.,Tum Baing Hka,HP,MYN,97.963157,25.48725,Planned,Tum Baing,,DAM0213,POINT (97.963157 25.48725),Kachin,Waingmaw,MMR001002
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,Location estimated from http://www.themimu.info/sites/themimu.info/files/documents/Sector%20Map_EcoInfra_Population2011-HydropowerLocation_MIMU955v01_22Jan13_A4.pdf,,HP,MYN,94.037043,20.803853,Planned,Upper Bu,2021,DAM0214,POINT (94.037043 20.803853),Chin,Kanpetlet,MMR004008
0,,,,,,,,,,,,,,,,,,,,,,,243.0,,,,,,,,,,Yunnan Machinery & Equipment Import & Export Co.,,,,,,,,280,,Location estimated from http://www.themimu.info/sites/themimu.info/files/documents/Sector%20Map_EcoInfra_Population2011-HydropowerLocation_MIMU955v01_22Jan13_A4.pdf,Myitnge,HP,MYN,97.162877,22.240208,UC,Upper Yeywa,2018,DAM0215,POINT (97.16287699999999 22.240208),Shan (South),Lawksawk,MMR014008
0,,,,,,,,,,,,,,,,,,,,,,,1271.0,,,,,,50.59,,,,,,,,,,,,n/a,310.97,Google Earth visible. DoI/MoAI Data.,Wegyi,IRR,MYN,95.609994,18.622783,Complete,Wegyi,2000,DAM0216,POINT (95.609994 18.622783),Bago (West),Paungde,MMR008004
0,,,,,,,,,,,,,,,,,,,,,,,1692.0,,,,,,4.14,,,,,,,,,,,,n/a,24.81,Google Earth visible. DoI/MoAI Data.,Welaung,IRR,MYN,95.396977,21.092847,Complete,Welaung,1998,DAM0217,POINT (95.39697700000001 21.092847),Mandalay,Taungtha,MMR010018
0,,,,,,,,,,,,,,,,,,,,,,,5059.0,,,,,,6.42,,,,,,,,,,,,n/a,43.36,Google Earth visible. DoI/MoAI Data.,Yanpe,IRR,MYN,95.517982,19.790566,Complete,Yanpe,2003,DAM0218,POINT (95.517982 19.790566),Magway,Taungdwingyi,MMR009004
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,Google Earth visible. DoI/MoAI Data.,Nay Yin Za Yar,MP,MYN,94.09707,23.53123,Complete,Yazagyo,2015,DAM0219,POINT (94.09707 23.53123),Sagaing,Kale,MMR005027
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,,,,,,,,,,,,1200,,Location estimated from http://www.themimu.info/sites/themimu.info/files/documents/Sector%20Map_EcoInfra_Population2011-HydropowerLocation_MIMU955v01_22Jan13_A4.pdf,May Hka,HP,MYN,97.879027,27.727616,Planned,Yenam,2026,DAM0220,POINT (97.87902699999999 27.727616),Kachin,Nawngmun,MMR001017
0,,,,,,,,,,,,,,,,,,,,,,,152.0,,,,,,0.54,,,,,,,,,,,,n/a,3.21,Google Earth visible. DoI/MoAI Data.,,IRR,MYN,94.572117,19.962479,Complete,Yinshe,2002,DAM0221,POINT (94.57211700000001 19.962479),Magway,Ngape,MMR009009
0,,,,,,,,,,,,,,,,,,,,,,,777.0,,,,,,43.5,,,,,,,,,,,,30,639,"http://globalenergyobservatory.org/geoid/41489; note that the Zawgyi dam and associated reservoir provides water to two hydroelectric plants: Zawgyi 1(18 MW) and Zawgyi 2 (12 MW). Hence, total megawattage associated with the dam is 30 MW.",Zawgyi,HP,MYN,96.873564,21.565078,Complete,Zawgyi,1995,DAM0222,POINT (96.873564 21.565078),Shan (South),Lawksawk,MMR014008
0,,,,,,,,,,,,,,,,,,,,,,,1448.0,,,,,,8.38,,,,,,,,,,,,n/a,35.55,Google Earth visible.,Nyaung Oat,IRR,MYN,95.782275,21.28973,Complete,Zeedaw,2000,DAM0223,POINT (95.782275 21.28973),Mandalay,Mahlaing,MMR010029
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible.,,IRR,MYN,95.720291,20.811847,Complete,Unknown 14,,DAM0224,POINT (95.720291 20.811847),Mandalay,Meiktila,MMR010028
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible.,,IRR,MYN,95.798634,21.37304,Complete,Unknown 15,,DAM0225,POINT (95.79863400000001 21.37304),Mandalay,Natogyi,MMR010019
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible.,,IRR,MYN,95.810878,21.340483,Complete,Unknown 16,,DAM0226,POINT (95.810878 21.340483),Mandalay,Natogyi,MMR010019
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible.,,IRR,MYN,95.660486,23.361809,Complete,Unknown 21,,DAM0227,POINT (95.66048600000001 23.361809),Sagaing,Kanbalu,MMR005007
0,,,,,,,,,,,,,,,,,,,,,,,670.5272783,,,,,,3.24,,,,,,,,,,,,n/a,23.247,Google Earth visible.,,IRR,MYN,95.577322,23.132152,Complete,Unknown 22,1998,DAM0228,POINT (95.577322 23.132152),Sagaing,Kanbalu,MMR005007
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible.,,IRR,MYN,95.601787,20.114814,Complete,Unknown 29,,DAM0229,POINT (95.601787 20.114814),Magway,Myothit,MMR009005
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible.,,IRR,MYN,95.342022,20.775632,Complete,Unknown 31,,DAM0230,POINT (95.342022 20.775632),Mandalay,Kyaukpadaung,MMR010020
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible.,,IRR,MYN,95.44187,19.06693,Complete,Unknown 33,,DAM0231,POINT (95.44186999999999 19.06693),Bago (West),Paukkhaung,MMR008002
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible.,,IRR,MYN,95.467041,20.704069,Complete,Unknown 34,,DAM0232,POINT (95.46704099999999 20.704069),Magway,Natmauk,MMR009006
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible.,,IRR,MYN,96.075001,20.468555,Complete,Unknown 37,,DAM0233,POINT (96.075001 20.468555),Mandalay,Yamethin,MMR010023
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible.,,IRR,MYN,95.718861,18.533566,Complete,Unknown 38,,DAM0234,POINT (95.718861 18.533566),Bago (West),Nattalin,MMR008012
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible.,,IRR,MYN,95.89696,20.597321,Complete,Unknown 41,,DAM0235,POINT (95.89696000000001 20.597321),Mandalay,Pyawbwe,MMR010024
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible.,,IRR,MYN,95.826486,20.726713,Complete,Unknown 42,,DAM0236,POINT (95.826486 20.726713),Mandalay,Meiktila,MMR010028
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible.,,IRR,MYN,95.903834,20.721658,Complete,Unknown 45,,DAM0237,POINT (95.903834 20.721658),Mandalay,Pyawbwe,MMR010024
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible.,,IRR,MYN,96.02702,20.854343,Complete,Unknown 46,,DAM0238,POINT (96.02701999999999 20.854343),Mandalay,Thazi,MMR010030
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible.,,IRR,MYN,95.833504,21.038121,Complete,Unknown 48,,DAM0239,POINT (95.833504 21.038121),Mandalay,Wundwin,MMR010031
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible.,,IRR,MYN,95.831831,21.050036,Complete,Unknown 49,,DAM0240,POINT (95.83183099999999 21.050036),Mandalay,Wundwin,MMR010031
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible.,,IRR,MYN,95.728497,21.013475,Complete,Unknown 51,,DAM0241,POINT (95.728497 21.013475),Mandalay,Mahlaing,MMR010029
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible.,,IRR,MYN,95.846709,21.739152,Complete,Unknown 56,,DAM0242,POINT (95.846709 21.739152),Mandalay,Tada-U,MMR010016
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible.,,IRR,MYN,95.892268,21.773814,Complete,Unknown 57,,DAM0243,POINT (95.892268 21.773814),Mandalay,Tada-U,MMR010016
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible.,,IRR,MYN,95.8671,21.468135,Complete,Unknown 61,,DAM0244,POINT (95.86709999999999 21.468135),Mandalay,Natogyi,MMR010019
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible.,,IRR,MYN,95.252143,18.651777,Complete,Unknown 65,,DAM0245,POINT (95.252143 18.651777),Bago (West),Shwedaung,MMR008006
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible.,,IRR,MYN,96.169439,20.583214,Complete,Unknown 66,,DAM0246,POINT (96.169439 20.583214),Mandalay,Pyawbwe,MMR010024
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible.,,IRR,MYN,95.862392,22.09474,Complete,Unknown 67,,DAM0247,POINT (95.862392 22.09474),Sagaing,Sagaing,MMR005001
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible.,,IRR,MYN,95.35271,20.768534,Complete,Unknown 68,,DAM0248,POINT (95.35271 20.768534),Mandalay,Kyaukpadaung,MMR010020
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible.,,IRR,MYN,95.355246,20.762818,Complete,Unknown 69,,DAM0249,POINT (95.35524599999999 20.762818),Mandalay,Kyaukpadaung,MMR010020
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible.,,IRR,MYN,95.383724,20.740185,Complete,Unknown 70,,DAM0250,POINT (95.383724 20.740185),Mandalay,Kyaukpadaung,MMR010020
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible.,,IRR,MYN,95.386066,20.758838,Complete,Unknown 71,,DAM0251,POINT (95.386066 20.758838),Mandalay,Kyaukpadaung,MMR010020
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible.,,IRR,MYN,95.400055,20.751761,Complete,Unknown 72,,DAM0252,POINT (95.40005499999999 20.751761),Mandalay,Kyaukpadaung,MMR010020
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible.,,IRR,MYN,95.424149,20.720078,Complete,Unknown 73,,DAM0253,POINT (95.424149 20.720078),Mandalay,Kyaukpadaung,MMR010020
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible.,,IRR,MYN,95.540688,21.546729,Complete,Unknown 74,,DAM0254,POINT (95.540688 21.546729),Mandalay,Myingyan,MMR010017
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible.,,IRR,MYN,95.534877,21.505946,Complete,Unknown 75,,DAM0255,POINT (95.53487699999999 21.505946),Mandalay,Myingyan,MMR010017
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,See notes for Mone Dam,,IRR,MYN,95.518783,21.385758,Complete,Unknown 76,,DAM0256,POINT (95.518783 21.385758),Mandalay,Natogyi,MMR010019
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MP,MYN,94.367835,20.869511,Complete,Unknown 77,,DAM0257,POINT (94.367835 20.869511),Magway,Seikphyu,MMR009022
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible.,,IRR,MYN,95.855019,18.281025,Complete,Unknown 79,,DAM0258,POINT (95.855019 18.281025),Bago (West),Okpho,MMR008010
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible.,,IRR,MYN,96.014876,17.623217,Complete,Unknown 84,,DAM0259,POINT (96.014876 17.623217),Yangon,Taikkyi,MMR013005
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,Google Earth visible.,,IRR,MYN,96.366141,17.548282,Complete,Unknown 88,,DAM0260,POINT (96.366141 17.548282),Bago (East),Bago,MMR007001
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,"Location an estimate based on the map ""Hydropower & Dams in South East Asia to Commemorate the Sixth International Conference and Exhibition on Water Resources and Hydropower Development in Asia. Vientiane, Lao PDR, March 2016. Published by the Internati",Nam Pawn,HP,MYN,97.417853,19.480045,Planned,Lower Nam Pawn,,DAM0262,POINT (97.41785299999999 19.480045),Kayah,Loikaw,MMR002001
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.2,,,,China Hydropower Engineering Consulting Group (HydroChina),,,,,,,,n/a,826.852,Google Earth visible.,Balu Chaung,IRR,MYN,97.097256,19.792636,Complete,Mobyè,1971,DAM0264,POINT (97.097256 19.792636),Shan (South),Pekon,MMR014010
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yunnan Power Grid, SDIC Huaijing",,,,,,,,200,,"Location an estimate based on maps in ""Project for Formulation of the National Electricity Master Plan for the Republic of Myanmar"".",Nam Hka,HP,MYN,98.772066,22.056938,Proposed,Nam Hka,,DAM0265,POINT (98.772066 22.056938),Shan (North),Matman,MMR015024
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,826.852,Google Earth visible.,Ngwetaung,IRR,MYN,97.163331,19.555742,Complete,Ngwedaung,1965,DAM0266,POINT (97.163331 19.555742),Kayah,Demoso,MMR002002
0,,,,,,,,,,,,,,,,,,,,,,,1584.882658,,,,,,3.85,,,,,,,,,,,,n/a,69.104,See http://www.irrawaddy.com/burma/meeting-salween-dams-troubles-shan-communities.html/attachment/map-shan-ngo-dams,Shwenattaung,IRR,MYN,97.657402,16.411455,Complete,Shwenattaung,1996,DAM0268,POINT (97.657402 16.411455),Mon,Mawlamyine,MMR011001
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,Location uncertain. Described as under construction here: https://cdm.unfccc.int/filestorage/M/A/B/MABJRWF82L1DGKX4QCNOVSEH673ZP0/PDD_UB-2_ver1_131031.pdf?t=VGh8bzMxbDF5fDBh34XFFoXWAt3fwfAVE7xS,Balchuang,HP,MYN,96.689153,20.478991,UC,Upper Baluchaung 1,2016,DAM0269,POINT (96.689153 20.478991),Shan (South),Pinlaung,MMR014009
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,,"Bawlakae is not mentioned in the MOEP list; we assume that this is the same as Bawlakae because of same installed capacity. Location an estimate based on the map ""Hydropower & Dams in South East Asia to Commemorate the Sixth International Conference and",Nam Pawn,HP,MYN,97.344749,19.177977,Proposed,Upper Haw Kham,2031,DAM0270,POINT (97.34474899999999 19.177977),Kayah,Bawlake,MMR002005
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,"On MoEP list; location an estimate from ""Hydropower & Dams in South East Asia to Commemorate the Sixth International Conference and Exhibition on Water Resources and Hydropower Development in Asia"". Vientiane, Lao PDR, March 2016. Published by the Intern",Nam Pawn,HP,MYN,97.40098,19.995674,Planned,Upper Nam Pawn,,DAM0271,POINT (97.40098 19.995674),Shan (South),Hsihseng,MMR014004
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,,Location: http://www.burmariversnetwork.org/index.php?option=com_content&view=article&id=981&Itemid=392; also http://www.irrawaddy.com/burma/meeting-salween-dams-troubles-shan-communities.html/attachment/map-shan-ngo-dams,Salween,HP,MYN,98.601643,23.423472,Planned,Upper Salween,2025,DAM0272,POINT (98.601643 23.423472),Shan (North),Kunlong,MMR015020
0,,,,,,,,,,,,,,,,,,,,,,,4.87,,,,,,0.8,,,,,,,,,,,,,4.23,Google Earth visible.,Wanpon,IRR,MYN,97.648021,20.938172,Complete,Wanpon,2005,DAM0273,POINT (97.648021 20.938172),Shan (South),Nansang,MMR014013
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.0,,,,,,,,,,,,5800,,Location derived from https://en.wikipedia.org/wiki/Dams_in_Myanmar#Hydroelectric,Salween,HP,MYN,97.359484,18.632617,Planned,Weigyi,,DAM0274,POINT (97.35948399999999 18.632617),Kayah,Hpasawng,MMR002006
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China Datang Corporation – Datang Overseas Investment,,,,,,,,4000,,"Location an estimate based on the map ""Hydropower & Dams in South East Asia to Commemorate the Sixth International Conference and Exhibition on Water Resources and Hydropower Development in Asia. Vientiane, Lao PDR, March 2016. Published by the Internati",Salween,HP,MYN,97.732943,19.777904,Planned,Ywathit,2025,DAM0275,POINT (97.73294300000001 19.777904),Shan (South),Mawkmai,MMR014020
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"See notes for Baluchaun 1, 2 and 3 above.",Baluchaung,HP,MYN,97.31465,19.572117,Complete,Unknown 12,,DAM0276,POINT (97.31465 19.572117),Kayah,Loikaw,MMR002001
